config_id,config_idx,period,pnl_usd,max_drawdown,sharpe,win_rate,profit_factor,trades,ema_fast,ema_slow,atr_n,sep_k
bb76962b9506,180,2026,1097.8789999999917,-0.21536471248772293,6.9435081963442356,37.2093023255814,2.9952910923452567,42,50,300,20,0.25
528ac3e9a5fc,181,2021-2022,-68.25099999999793,-0.2265301332765185,-0.035138064988627815,35.57046979865772,0.9667661866048943,446,60,150,10,0.05
528ac3e9a5fc,181,2023-2025,3043.837000000007,-0.18731954029594822,2.4105741218577013,39.559014267185475,1.5958065345469687,771,60,150,10,0.05
528ac3e9a5fc,181,2026,1268.6489999999912,-0.20913255041407952,7.3428813796715655,33.33333333333333,3.1848249101205095,44,60,150,10,0.05
b84a1c55cd78,182,2021-2022,-47.854499999997415,-0.21336121000892116,0.009139031064034272,37.04545454545455,0.98287115249099,439,60,150,10,0.1
b84a1c55cd78,182,2023-2025,2929.3365000000113,-0.17947159555785153,2.351416715810254,39.55026455026455,1.5920195012126943,756,60,150,10,0.1
b84a1c55cd78,182,2026,1262.0769999999948,-0.2087535675852763,7.315922139085681,35.55555555555556,3.1524929428951154,44,60,150,10,0.1
a17b3d860868,183,2021-2022,-38.283499999994774,-0.21437671755896726,0.02127310497770394,35.84474885844749,0.971303520685738,437,60,150,10,0.15
a17b3d860868,183,2023-2025,2898.464500000006,-0.17936220743949427,2.3708620378655825,39.361702127659576,1.5924313605063023,752,60,150,10,0.15
a17b3d860868,183,2026,1266.1034999999965,-0.17749918120994157,7.44188060304565,34.090909090909086,3.252034473950164,43,60,150,10,0.15
931d2bb09574,184,2021-2022,-51.28799999999342,-0.2154590036055144,-0.010017366949823974,35.498839907192576,0.9747273073895915,430,60,150,10,0.2
931d2bb09574,184,2023-2025,2923.352000000001,-0.18292200597289354,2.383372028811524,39.328859060402685,1.6072250700030184,745,60,150,10,0.2
931d2bb09574,184,2026,1261.1894999999968,-0.18036120338745532,7.422156630821426,34.090909090909086,3.266694566823889,43,60,150,10,0.2
b7d5e26aa014,185,2021-2022,-48.47699999999668,-0.20767098706548415,-0.0037173244147442664,35.294117647058826,0.976320996818623,424,60,150,10,0.25
b7d5e26aa014,185,2023-2025,2920.692500000003,-0.1837783819144726,2.3882689507190498,39.97289972899729,1.6125732253555074,738,60,150,10,0.25
b7d5e26aa014,185,2026,1285.4354999999923,-0.18036120338745532,7.568008459796422,36.36363636363637,3.468150119279584,43,60,150,10,0.25
f0c89306046a,186,2021-2022,-67.92499999999882,-0.22699157978583273,-0.03463622953589071,35.57046979865772,0.9680045190171197,446,60,150,14,0.05
f0c89306046a,186,2023-2025,3067.569000000004,-0.18719275355994136,2.4324582676641198,39.50456323337679,1.606832937111879,767,60,150,14,0.05
f0c89306046a,186,2026,1268.6489999999912,-0.20913255041407952,7.3428813796715655,33.33333333333333,3.1848249101205095,44,60,150,14,0.05
4af626639744,187,2021-2022,-48.73249999999689,-0.20374958684150013,0.008184171356857577,37.41496598639456,0.9761541745625572,440,60,150,14,0.1
4af626639744,187,2023-2025,3005.2525000000105,-0.17984636563626266,2.38479114029068,39.63011889035667,1.600282798692531,757,60,150,14,0.1
4af626639744,187,2026,1277.2539999999944,-0.2087535675852763,7.372355088827738,35.55555555555556,3.1684921890314794,44,60,150,14,0.1
8018ff75682f,188,2021-2022,-49.69849999999428,-0.2138970101883111,-0.003519147016903451,36.15560640732266,0.9726116670926904,436,60,150,14,0.15
8018ff75682f,188,2023-2025,2893.5940000000037,-0.18134130677116744,2.3470245041360522,39.54727030625832,1.5897148301468367,751,60,150,14,0.15
8018ff75682f,188,2026,1257.9294999999938,-0.17749918120994157,7.426810520417221,34.090909090909086,3.2808550297143593,43,60,150,14,0.15
415cc9631ab5,189,2021-2022,-53.376999999993586,-0.212047532975552,-0.013909555886773702,35.981308411214954,0.9799778770196932,427,60,150,14,0.2
415cc9631ab5,189,2023-2025,3036.2199999999975,-0.18398480266698758,2.428129370290631,40.0,1.6226054747179566,740,60,150,14,0.2
415cc9631ab5,189,2026,1261.2689999999966,-0.18036120338745532,7.422124549857767,34.090909090909086,3.2657472360058115,43,60,150,14,0.2
12029e0bbf0a,190,2021-2022,-25.69599999999582,-0.20101554576959157,0.049739615545589505,35.529411764705884,0.9837904693477818,424,60,150,14,0.25
12029e0bbf0a,190,2023-2025,2916.297000000003,-0.18257771874819673,2.4146889873990363,40.298507462686565,1.626891851322584,737,60,150,14,0.25
12029e0bbf0a,190,2026,1309.9184999999925,-0.18036120338745532,7.735290197343497,37.2093023255814,3.597683283255018,42,60,150,14,0.25
8c410a097f70,191,2021-2022,-61.44799999999941,-0.22162546881176814,-0.020034012008580366,35.79418344519016,0.9709454363001767,446,60,150,20,0.05
8c410a097f70,191,2023-2025,3055.8475000000053,-0.18722472140597968,2.424724856381104,39.401820546163854,1.6113355184918496,769,60,150,20,0.05
8c410a097f70,191,2026,1237.7159999999922,-0.20913255041407952,7.210397331371365,33.33333333333333,3.1205155413103522,44,60,150,20,0.05
660149510443,192,2021-2022,-63.580499999997755,-0.2119402972448715,-0.025045163404507197,36.11738148984199,0.9694510310776631,442,60,150,20,0.1
660149510443,192,2023-2025,3069.07100000001,-0.18428591709535003,2.40883181965001,39.682539682539684,1.6075722633203606,756,60,150,20,0.1
660149510443,192,2026,1309.3839999999973,-0.18914939409535836,7.578423625886285,35.55555555555556,3.2588931711419717,44,60,150,20,0.1
565d651c15ca,193,2021-2022,-90.97349999999369,-0.2308732224903015,-0.09800166389666196,35.46910755148742,0.9576524645902594,436,60,150,20,0.15
565d651c15ca,193,2023-2025,2863.0420000000036,-0.181543746657716,2.321499500547963,39.46666666666667,1.5772822105462452,750,60,150,20,0.15
565d651c15ca,193,2026,1248.3939999999939,-0.17749918120994157,7.379096863920407,34.090909090909086,3.2664010425801635,43,60,150,20,0.15
90a86b59f423,194,2021-2022,-43.75799999999322,-0.2036460628594462,0.008841010435305479,35.03480278422274,0.9801954858667505,430,60,150,20,0.2
90a86b59f423,194,2023-2025,2995.5224999999964,-0.17900246405822628,2.429498784589359,40.296495956873315,1.6127524916411693,742,60,150,20,0.2
90a86b59f423,194,2026,1312.331999999993,-0.18036120338745532,7.717700539290403,37.2093023255814,3.5448069145083583,42,60,150,20,0.2
1239e94023c6,195,2021-2022,-22.25599999999463,-0.1979601534197225,0.05733013800786209,34.834123222748815,0.99220450326042,421,60,150,20,0.25
1239e94023c6,195,2023-2025,2985.644500000004,-0.18607651420086213,2.4094470953448375,41.12021857923497,1.6163486081409175,732,60,150,20,0.25
1239e94023c6,195,2026,1332.5419999999958,-0.18036120338745532,7.7987483234504404,37.2093023255814,3.573798757527554,42,60,150,20,0.25
e1e871c083fc,196,2021-2022,32.95900000000506,-0.20816268703069107,0.1890462615028845,36.64302600472813,1.028871078982399,422,60,200,10,0.05
e1e871c083fc,196,2023-2025,3250.1155,-0.16566028668009525,2.579315754918538,40.4054054054054,1.6605991329303658,740,60,200,10,0.05
e1e871c083fc,196,2026,1136.2274999999954,-0.2568221587984897,6.744791147105151,33.33333333333333,2.6729012692017537,44,60,200,10,0.05
6b33e3bd3427,197,2021-2022,21.655000000007476,-0.21567045820982023,0.16357143145671577,36.81710213776722,1.021448845737897,420,60,200,10,0.1
6b33e3bd3427,197,2023-2025,3225.3785000000025,-0.15935454318189468,2.6162414575166606,40.43715846994536,1.6794069039524941,732,60,200,10,0.1
6b33e3bd3427,197,2026,1124.3574999999928,-0.2568221587984897,6.699784028219326,33.33333333333333,2.6615574732221443,44,60,200,10,0.1
60f6b6d0f5c5,198,2021-2022,51.99500000000444,-0.19982312638718436,0.23156244122577888,37.5,1.0296132712016308,415,60,200,10,0.15
60f6b6d0f5c5,198,2023-2025,3136.4305000000013,-0.16271536345520798,2.556696123263344,39.66942148760331,1.6655285480251785,726,60,200,10,0.15
60f6b6d0f5c5,198,2026,1132.5494999999928,-0.2290361671267549,6.812386972115375,33.33333333333333,2.711060169148496,44,60,200,10,0.15
7a691491be67,199,2021-2022,44.88050000000362,-0.21741202692412176,0.21546377992057136,37.86407766990291,1.0253954174787925,411,60,200,10,0.2
7a691491be67,199,2023-2025,3092.475000000002,-0.15377981708611366,2.5617863107876633,39.97214484679666,1.6637928523889471,718,60,200,10,0.2
7a691491be67,199,2026,1179.5764999999947,-0.2290361671267549,7.028941908323694,33.33333333333333,2.846181203622723,44,60,200,10,0.2
d51988e0a3d1,200,2021-2022,17.778000000003203,-0.21068641979925684,0.15339604281089458,36.91931540342298,1.0200125580533197,408,60,200,10,0.25
d51988e0a3d1,200,2023-2025,3157.0404999999982,-0.15604896552461545,2.5991780171786036,40.0,1.679590468277059,715,60,200,10,0.25
d51988e0a3d1,200,2026,1155.800999999993,-0.22865718429795157,6.964656283573685,33.33333333333333,2.8081924396609974,44,60,200,10,0.25
b8953f6f3180,201,2021-2022,32.43300000000522,-0.2066991682209225,0.18791978659564942,36.64302600472813,1.0266842204690905,422,60,200,14,0.05
b8953f6f3180,201,2023-2025,3291.5305000000008,-0.16507138798458487,2.611378580611368,40.514905149051486,1.6723196800095548,738,60,200,14,0.05
b8953f6f3180,201,2026,1136.2274999999954,-0.2568221587984897,6.744791147105151,33.33333333333333,2.6729012692017537,44,60,200,14,0.05
2bdf9a44fd42,202,2021-2022,24.83650000000671,-0.2154226168803357,0.17060239505210603,36.666666666666664,1.022675774307794,419,60,200,14,0.1
2bdf9a44fd42,202,2023-2025,3193.1134999999995,-0.16416298382351002,2.5795549635301636,40.49247606019152,1.666808267385826,731,60,200,14,0.1
2bdf9a44fd42,202,2026,1124.3574999999928,-0.2568221587984897,6.699784028219326,33.33333333333333,2.6615574732221443,44,60,200,14,0.1
bec91bb11d1d,203,2021-2022,46.70300000000498,-0.20161279079817684,0.21958719446936142,37.59036144578313,1.0375875811378907,414,60,200,14,0.15
bec91bb11d1d,203,2023-2025,3137.7400000000025,-0.15782763082042084,2.5745264381583803,39.807162534435264,1.6678908127918144,726,60,200,14,0.15
bec91bb11d1d,203,2026,1131.875999999992,-0.2290361671267549,6.808069153055734,33.33333333333333,2.70785763043479,44,60,200,14,0.15
0dd52f2015dd,204,2021-2022,57.22150000000488,-0.2257768612474158,0.24323061290308642,37.469586374695865,1.0350474539288395,410,60,200,14,0.2
0dd52f2015dd,204,2023-2025,3104.9645000000046,-0.15869696675770073,2.549470380829576,40.0278940027894,1.66388059587983,717,60,200,14,0.2
0dd52f2015dd,204,2026,1130.0494999999946,-0.2290361671267549,6.8026569536302555,33.33333333333333,2.7078716701958725,44,60,200,14,0.2
2dd8b3c839cc,205,2021-2022,-8.89149999999563,-0.22205363251557997,0.0929109972722055,37.31707317073171,0.9986345274996566,409,60,200,14,0.25
2dd8b3c839cc,205,2023-2025,3120.176999999996,-0.1508052545486599,2.557136830030974,40.13986013986014,1.6665956347400506,715,60,200,14,0.25
2dd8b3c839cc,205,2026,1171.2614999999923,-0.22865718429795157,6.998759292991902,33.33333333333333,2.83920454992862,44,60,200,14,0.25
6816de355e80,206,2021-2022,48.50100000000589,-0.20504865849984466,0.2236663111907221,36.17021276595745,1.0349834322774485,422,60,200,20,0.05
6816de355e80,206,2023-2025,3295.5245000000014,-0.16623878490922306,2.600472993472117,40.54054054054054,1.6623906878503452,740,60,200,20,0.05
6816de355e80,206,2026,1158.4074999999957,-0.2568221587984897,6.831205254642875,33.33333333333333,2.697156467001525,44,60,200,20,0.05
911ef99259ea,207,2021-2022,41.573500000005424,-0.2023604372107598,0.20809583534799064,36.492890995260666,1.0299309285525584,421,60,200,20,0.1
911ef99259ea,207,2023-2025,3244.7660000000033,-0.1644004434746028,2.607715000029583,40.32921810699588,1.677302562675874,729,60,200,20,0.1
911ef99259ea,207,2026,1124.3574999999928,-0.2568221587984897,6.699784028219326,33.33333333333333,2.6615574732221443,44,60,200,20,0.1
6a645526f0af,208,2021-2022,23.81350000000566,-0.21467258380253684,0.1679006075771968,37.170263788968825,1.02640122398704,416,60,200,20,0.15
6a645526f0af,208,2023-2025,3168.3470000000043,-0.16372967453064746,2.5742722092173658,39.9171270718232,1.6659026356125683,724,60,200,20,0.15
6a645526f0af,208,2026,1134.4059999999945,-0.2290361671267549,6.8179348081587925,33.33333333333333,2.7103321860764233,44,60,200,20,0.15
cbfe276a87a5,209,2021-2022,12.415500000008024,-0.22761067091349485,0.1423189095159283,37.163814180929094,1.0221852172680992,408,60,200,20,0.2
cbfe276a87a5,209,2023-2025,3138.693,-0.1585893550940497,2.5811679774096707,40.306834030683405,1.6717777037132486,717,60,200,20,0.2
cbfe276a87a5,209,2026,1125.6859999999915,-0.2290361671267549,6.78405392283301,33.33333333333333,2.7010566087603136,44,60,200,20,0.2
2c55731aedb9,210,2021-2022,-0.703999999996995,-0.23047844857561173,0.11250415304163354,37.99019607843137,1.0038467608163986,407,60,200,20,0.25
2c55731aedb9,210,2023-2025,3053.4344999999976,-0.1582628091178797,2.5047472587138944,39.859154929577464,1.6464089765024466,710,60,200,20,0.25
2c55731aedb9,210,2026,1171.2614999999923,-0.22865718429795157,6.998759292991902,33.33333333333333,2.83920454992862,44,60,200,20,0.25
4c2b84f2ce54,211,2021-2022,90.96300000000497,-0.19956355252549807,0.3178609278003705,37.89731051344744,1.0622208234452295,408,60,250,10,0.05
4c2b84f2ce54,211,2023-2025,3334.742500000001,-0.1644829641309804,2.681264410991506,39.6457765667575,1.6997483672798213,734,60,250,10,0.05
4c2b84f2ce54,211,2026,1235.0124999999916,-0.21045524727460418,7.479580322248557,36.36363636363637,3.0520310762858527,43,60,250,10,0.05
243b0338cdff,212,2021-2022,67.04700000000298,-0.19260024780142382,0.2649756168669103,36.85503685503686,1.040733498736795,406,60,250,10,0.1
243b0338cdff,212,2023-2025,3285.9314999999997,-0.15999704685544114,2.6703966953582854,40.136986301369866,1.6894431829962784,730,60,250,10,0.1
243b0338cdff,212,2026,1256.6354999999885,-0.20990034155243154,7.596340859845463,37.2093023255814,3.2073485337264325,42,60,250,10,0.1
408a04fa00a7,213,2021-2022,55.23850000000175,-0.19905900688538292,0.2386956610281259,37.220843672456574,1.036443518921106,402,60,250,10,0.15
408a04fa00a7,213,2023-2025,3278.7439999999942,-0.15847934003321407,2.6810558465189493,40.54794520547945,1.694068302671645,730,60,250,10,0.15
408a04fa00a7,213,2026,1262.5804999999891,-0.21862443269546272,7.602246237894147,37.2093023255814,3.223107399062819,42,60,250,10,0.15
12ce7f6b7ca9,214,2021-2022,9.469000000002552,-0.20349303553146758,0.1347739827485814,37.406483790523694,1.0128351648976424,400,60,250,10,0.2
12ce7f6b7ca9,214,2023-2025,3223.428500000002,-0.16005124089185263,2.6450933846879057,40.30261348005502,1.6956289853258804,727,60,250,10,0.2
12ce7f6b7ca9,214,2026,1187.9804999999906,-0.22109483928321305,7.288540315804293,37.2093023255814,3.122196492770962,42,60,250,10,0.2
93651284bbf0,215,2021-2022,-7.986999999998034,-0.21329217923409372,0.09298219937902844,37.3134328358209,0.9992436768734366,401,60,250,10,0.25
93651284bbf0,215,2023-2025,3213.2819999999983,-0.1550013563152579,2.6552791670372535,40.389972144846794,1.7091677557406406,718,60,250,10,0.25
93651284bbf0,215,2026,1184.217499999988,-0.2525176624713493,7.165219039870074,34.883720930232556,3.0463720891602173,42,60,250,10,0.25
62f8e7cd2146,216,2021-2022,90.28500000000417,-0.19985717009844528,0.31632538768330626,37.65281173594132,1.0619167237532245,408,60,250,14,0.05
62f8e7cd2146,216,2023-2025,3338.3375000000005,-0.1648163824938188,2.686432551657586,39.6457765667575,1.699363687999184,734,60,250,14,0.05
62f8e7cd2146,216,2026,1225.6224999999922,-0.21045524727460418,7.441365137763905,36.36363636363637,3.0405870755543987,43,60,250,14,0.05
19994d7c157a,217,2021-2022,76.3865000000012,-0.1911041170771095,0.2859208944634833,37.03703703703704,1.0473381479789634,404,60,250,14,0.1
19994d7c157a,217,2023-2025,3275.746500000004,-0.1607201381665656,2.647988983441739,40.355677154582764,1.6834847638783415,731,60,250,14,0.1
19994d7c157a,217,2026,1256.6354999999885,-0.20990034155243154,7.596340859845463,37.2093023255814,3.2073485337264325,42,60,250,14,0.1
e0cc9003f235,218,2021-2022,50.24100000000203,-0.1957043314500927,0.2275645506278159,37.12871287128713,1.0349608365710712,403,60,250,14,0.15
e0cc9003f235,218,2023-2025,3248.3595000000005,-0.15544691173726377,2.6589777320792387,40.52197802197802,1.6925670998652733,728,60,250,14,0.15
e0cc9003f235,218,2026,1260.3304999999891,-0.22109483928321305,7.583369160716296,37.2093023255814,3.218305416866671,42,60,250,14,0.15
ede2f62a46b1,219,2021-2022,8.038000000002967,-0.2038237243082287,0.1316054476841614,37.81094527363184,1.010709286299383,401,60,250,14,0.2
ede2f62a46b1,219,2023-2025,3255.906500000002,-0.1499208663811109,2.677121730280381,40.909090909090914,1.7016200999682398,726,60,250,14,0.2
ede2f62a46b1,219,2026,1187.9804999999906,-0.22109483928321305,7.288540315804293,37.2093023255814,3.122196492770962,42,60,250,14,0.2
e020391785ba,220,2021-2022,-6.734999999996489,-0.20754168336486334,0.09640222857682125,37.3134328358209,1.0065173545199533,401,60,250,14,0.25
e020391785ba,220,2023-2025,3248.8810000000003,-0.14779922274136437,2.67002523727776,40.4463040446304,1.7133822413872637,717,60,250,14,0.25
e020391785ba,220,2026,1190.1074999999873,-0.2525176624713493,7.196621705440598,34.883720930232556,3.0538440943248295,42,60,250,14,0.25
33ddb38c9e77,221,2021-2022,91.73350000000414,-0.19680894818115957,0.31963176804775806,37.40831295843521,1.062717378030037,408,60,250,20,0.05
33ddb38c9e77,221,2023-2025,3338.5665000000017,-0.1648163824938188,2.6862281800174963,39.69986357435198,1.6992647472628553,733,60,250,20,0.05
33ddb38c9e77,221,2026,1223.4324999999917,-0.20990034155243154,7.424365775879928,36.36363636363637,3.0364773610889872,43,60,250,20,0.05
338c80b82caf,222,2021-2022,80.13350000000128,-0.18837471400409234,0.2944689679442605,37.19211822660098,1.051166220297071,405,60,250,20,0.1
338c80b82caf,222,2023-2025,3256.5675,-0.1604876258981499,2.6334734448142934,39.808481532147745,1.6882274693604387,731,60,250,20,0.1
338c80b82caf,222,2026,1262.5804999999891,-0.21862443269546272,7.602246237894147,37.2093023255814,3.223107399062819,42,60,250,20,0.1
012f2ae9acf9,223,2021-2022,33.34750000000167,-0.20556366233040335,0.18956998944008338,36.88118811881188,1.0264649464680995,403,60,250,20,0.15
012f2ae9acf9,223,2023-2025,3243.4640000000036,-0.15285545596451178,2.651302852159765,40.77134986225895,1.6830400734321966,726,60,250,20,0.15
012f2ae9acf9,223,2026,1262.8604999999916,-0.22109483928321305,7.59311866626541,37.2093023255814,3.2211036543998666,42,60,250,20,0.15
32c10f7bc927,224,2021-2022,-0.7219999999961146,-0.2062891297357592,0.1117122016135681,37.81094527363184,1.0053137749752867,401,60,250,20,0.2
32c10f7bc927,224,2023-2025,3293.5399999999927,-0.15252840249715793,2.7188422158647856,40.89012517385257,1.7208991436233094,719,60,250,20,0.2
32c10f7bc927,224,2026,1154.4004999999888,-0.2525176624713493,7.034819683246376,34.883720930232556,3.008096320670169,42,60,250,20,0.2
302bd96c488e,225,2021-2022,4.286500000001524,-0.20914692031345783,0.12208390272034417,37.25,1.010662194671208,399,60,250,20,0.25
302bd96c488e,225,2023-2025,3254.6240000000007,-0.14810231692963027,2.6693514525935376,40.502793296089386,1.705150611031098,716,60,250,20,0.25
302bd96c488e,225,2026,1186.417499999985,-0.2525176624713493,7.182350055476516,34.883720930232556,3.0498028518296443,42,60,250,20,0.25
4f2d53635540,226,2021-2022,41.99200000000451,-0.19477891619644405,0.209176509392316,36.907730673316706,1.0372104897688712,400,60,300,10,0.05
4f2d53635540,226,2023-2025,3372.483499999992,-0.15841679391148455,2.7476332161224035,39.861111111111114,1.7325563400152428,720,60,300,10,0.05
4f2d53635540,226,2026,1096.661999999993,-0.21536471248772293,6.958481195105114,37.2093023255814,2.993724921056254,42,60,300,10,0.05
4a08c56944f4,227,2021-2022,1.686000000001286,-0.20501564010582318,0.11986824074303207,36.408977556109726,1.0165151257071212,400,60,300,10,0.1
4a08c56944f4,227,2023-2025,3370.1129999999876,-0.1555191964674304,2.7764902724382874,40.58577405857741,1.7433802840759598,717,60,300,10,0.1
4a08c56944f4,227,2026,1096.661999999993,-0.21536471248772293,6.958481195105114,37.2093023255814,2.993724921056254,42,60,300,10,0.1
1a0a4ca57bf8,228,2021-2022,25.115500000001248,-0.18648270280108892,0.17146961241852646,36.318407960199,1.0300811371775322,401,60,300,10,0.15
1a0a4ca57bf8,228,2023-2025,3308.4844999999923,-0.15849930759618835,2.720987658484061,40.02808988764045,1.72258195717591,712,60,300,10,0.15
1a0a4ca57bf8,228,2026,1070.5629999999928,-0.21536471248772293,6.851078696752816,34.883720930232556,2.9342266665146064,42,60,300,10,0.15
87acd33f5b82,229,2021-2022,12.518500000005588,-0.17552500932199988,0.1426525047004866,36.59147869674185,1.019790926309853,398,60,300,10,0.2
87acd33f5b82,229,2023-2025,3298.917499999995,-0.14795301933729477,2.7320191488351155,40.25423728813559,1.7309383013852622,708,60,300,10,0.2
87acd33f5b82,229,2026,1074.6629999999914,-0.21536471248772293,6.869574861562511,34.883720930232556,2.939855095175307,42,60,300,10,0.2
eaf898c376cf,230,2021-2022,-29.456499999997277,-0.18999677214566313,0.045899453912905085,36.93467336683417,0.9975151553851677,397,60,300,10,0.25
eaf898c376cf,230,2023-2025,3244.323499999997,-0.14676029369559995,2.678818178999787,39.886845827439885,1.7120142986269256,707,60,300,10,0.25
eaf898c376cf,230,2026,1057.6089999999876,-0.21536471248772293,6.796871362576092,34.883720930232556,2.9069786370773523,42,60,300,10,0.25
504e026cc068,231,2021-2022,42.125000000004775,-0.1946199014204334,0.20946619090623536,36.907730673316706,1.037268237864139,400,60,300,14,0.05
504e026cc068,231,2023-2025,3422.076499999993,-0.15678099404074008,2.778416821834917,39.91655076495132,1.7479531945037656,719,60,300,14,0.05
504e026cc068,231,2026,1096.661999999993,-0.21536471248772293,6.958481195105114,37.2093023255814,2.993724921056254,42,60,300,14,0.05
eb51a85f3db2,232,2021-2022,0.8020000000008167,-0.20011616037850433,0.11762650140790219,36.65835411471321,1.0160324899084243,400,60,300,14,0.1
eb51a85f3db2,232,2023-2025,3402.674499999989,-0.1555191964674304,2.7940029229155687,40.58577405857741,1.7494439831867812,717,60,300,14,0.1
eb51a85f3db2,232,2026,1096.661999999993,-0.21536471248772293,6.958481195105114,37.2093023255814,2.993724921056254,42,60,300,14,0.1
4d22e5a9d024,233,2021-2022,23.604500000001735,-0.18805057463692143,0.16816637995217418,36.65835411471321,1.0284455958558547,400,60,300,14,0.15
4d22e5a9d024,233,2023-2025,3354.580499999988,-0.15423453362514683,2.7531629823957906,40.44943820224719,1.7354014143222085,712,60,300,14,0.15
4d22e5a9d024,233,2026,1074.6629999999914,-0.21536471248772293,6.869574861562511,34.883720930232556,2.939855095175307,42,60,300,14,0.15
d6007596f2ae,234,2021-2022,-1.4529999999945176,-0.1790620644629083,0.1108983094493339,37.092731829573935,1.0122440208056602,398,60,300,14,0.2
d6007596f2ae,234,2023-2025,3226.7384999999986,-0.15092960574009617,2.660009011793747,40.11299435028249,1.7010483340732967,708,60,300,14,0.2
d6007596f2ae,234,2026,1062.7929999999888,-0.21536471248772293,6.820193206607994,34.883720930232556,2.9258151212325543,42,60,300,14,0.2
8d60f681fc7c,235,2021-2022,-29.539499999998498,-0.19212542876148087,0.04696444220294378,36.775818639798494,0.9982022278900912,396,60,300,14,0.25
8d60f681fc7c,235,2023-2025,3256.703999999995,-0.14764422583671666,2.689849219066742,39.886845827439885,1.7168052279520276,707,60,300,14,0.25
8d60f681fc7c,235,2026,1062.2789999999877,-0.21536471248772293,6.817914330031375,34.883720930232556,2.9133898783075605,42,60,300,14,0.25
b73d1edc5299,236,2021-2022,29.804000000004407,-0.19459510211667874,0.18190627766098996,36.56716417910448,1.0293439503575443,401,60,300,20,0.05
b73d1edc5299,236,2023-2025,3430.269499999992,-0.15738044202459345,2.7734165603105008,40.055632823365784,1.74588832312076,719,60,300,20,0.05
b73d1edc5299,236,2026,1096.661999999993,-0.21536471248772293,6.958481195105114,37.2093023255814,2.993724921056254,42,60,300,20,0.05
27e9f43a58b1,237,2021-2022,29.887000000002217,-0.19645739472419388,0.1822081435247094,37.1571072319202,1.0314126621258484,400,60,300,20,0.1
27e9f43a58b1,237,2023-2025,3413.6664999999857,-0.1549385828114177,2.8016076234877003,40.4463040446304,1.7489550832391587,717,60,300,20,0.1
27e9f43a58b1,237,2026,1092.3919999999925,-0.21536471248772293,6.941123265151238,37.2093023255814,2.9886456396507737,42,60,300,20,0.1
bf93121e6c56,238,2021-2022,10.01850000000104,-0.19616151713391594,0.1374926495221829,36.907730673316706,1.0218407099339228,400,60,300,20,0.15
bf93121e6c56,238,2023-2025,3365.3229999999885,-0.15697746502225396,2.761128355142748,40.50632911392405,1.7405653642941579,711,60,300,20,0.15
bf93121e6c56,238,2026,1062.7929999999888,-0.21536471248772293,6.820193206607994,34.883720930232556,2.9258151212325543,42,60,300,20,0.15
aee4415d1957,239,2021-2022,-2.3469999999947504,-0.18760061350470658,0.10917356286856345,36.0,1.0118512294982271,399,60,300,20,0.2
aee4415d1957,239,2023-2025,3251.8134999999984,-0.15189481033727636,2.6711396682308486,39.915373765867415,1.7076353618367361,709,60,300,20,0.2
aee4415d1957,239,2026,1067.4629999999888,-0.21536471248772293,6.8411880268330805,34.883720930232556,2.9322549181777586,42,60,300,20,0.2
6f5d687abfcf,240,2021-2022,-29.92899999999645,-0.1860185098204974,0.04498514644700677,36.272040302267,0.9981337720413822,396,60,300,20,0.25
6f5d687abfcf,240,2023-2025,3264.8549999999896,-0.1478000392486467,2.697784747860515,39.886845827439885,1.7204574294796562,707,60,300,20,0.25
6f5d687abfcf,240,2026,1064.8089999999902,-0.21536471248772293,6.8286493323599,34.883720930232556,2.9163640619034146,42,60,300,20,0.25
